212.6479752218935,125.19463449211045,137.5593179857002
211.81320882642999,124.61869760848126,125.90411581607495
216.93692215236686,123.55712986932939,131.84794902613413
207.5078356139053,126.0339851454635,131.5957300912229
200.99828957100593,130.02104135848126,137.7915896203156
211.78287567800788,124.1655109714004,126.46065242850099
194.28054887820514,126.8629191321499,137.16330744575936
212.80637481508876,129.54219058185404,131.94683031311638
222.25748890532543,125.32826368343196,132.23747996794873
224.73852779832347,126.77169625246549,132.5066182815582
191.5902058678501,122.0635940581854,145.2486439842209
211.02662721893492,126.28643521942801,127.79076522435898
196.11256471893492,120.52206607495069,152.8535657051282
209.61925234220908,125.48970660749507,132.78919347879685
223.0261495315582,128.33435034516765,132.69545888806707
224.6172722509862,128.8187561637081,126.5077200443787
210.09886587771203,123.93860946745562,139.19982741617358
229.5755901750493,121.76499321992111,138.45323286489153
202.23385878944774,125.4500354413215,136.12432199211045
200.88998551528599,124.92591222879685,145.2451768984221
209.77248212524654,121.89558678500987,162.57234652366864
204.94720013560158,133.6146372657791,134.29239860700199
212.32495839497042,128.34805689102564,127.78263683431953
221.5683015902367,128.93417159763314,129.329118897929
221.64320605276134,125.74802761341223,138.7584365754438
230.68219921104537,128.7739074827416,127.41498705621302
216.31169871794873,120.51365261341223,140.14574087771203
227.16444002712032,127.1359868096647,127.82280880177515
214.16395463510847,125.29620469674556,137.04462524654832
217.70295549802762,128.8984452046351,128.78159670857988
223.7915048693294,127.06254622781066,129.5376063239645
